baseline,client_id,lambda_k,q,p,x,mode,cost,utility
NoAIGC,0,0.42148337595907936,0.0,0.13769015627181413,1.0,zero,0.005190918891447392,0.0
NoAIGC,1,0.5028465632955335,0.0,0.0995649550484944,1.0,zero,0.003564757273919595,-4.336808689942018e-19
NoAIGC,2,0.46661338205069647,0.0,0.0,0.0,exit,0.0,0.0
NoAIGC,3,0.32007452258966,0.0,0.10701632021861959,1.0,zero,0.002603707070919015,0.0
NoAIGC,4,0.4768595041322315,0.0,0.03531739839646926,1.0,zero,0.00037259855308275063,5.421010862427522e-20
NoAIGC,5,0.40199370409234003,0.0,0.0,0.0,exit,0.0,0.0
NoAIGC,6,0.44250117536436295,0.0,0.14081208732671047,1.0,zero,0.0027829162192002216,0.0
NoAIGC,7,0.4581842279655401,0.0,0.1490281229203316,1.0,zero,0.002030756554994385,0.0
NoAIGC,8,0.4538883806038426,0.0,0.03942459046120531,1.0,zero,0.001961044837191121,0.0
NoAIGC,9,0.5184599694033656,0.0,0.10494399468303363,1.0,zero,0.0016516435696531445,0.0
NoAIGC,10,0.2838983050847458,0.0,0.06056656825266288,1.0,zero,0.00409430001388001,0.0
NoAIGC,11,0.5437751004016065,0.0,0.0,0.0,exit,0.0,0.0
NoAIGC,12,0.552475581003705,0.0,0.1518305100750767,1.0,zero,0.003362286645612573,0.0
NoAIGC,13,0.45734216951517265,0.0,0.15488313348262778,1.0,zero,0.004016119651204538,0.0
NoAIGC,14,0.40640243902439027,0.0,0.08407594837895645,1.0,zero,0.0005456529049794272,1.0842021724855044e-19
NoAIGC,15,0.5102367688022283,0.0,0.062175931186498744,1.0,zero,0.0014576110801154858,0.0
NoAIGC,16,0.4919077404222049,0.0,0.11791683439777298,1.0,zero,0.005108550322226184,0.0
NoAIGC,17,0.44686192468619246,0.0,0.028462247948568924,1.0,zero,0.000313559098233401,0.0
NoAIGC,18,0.4107569721115538,0.0,0.14338193492435722,1.0,zero,0.002120618817531243,0.0
NoAIGC,19,0.575391032325339,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,0,0.42148337595907936,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,1,0.5028465632955335,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,2,0.46661338205069647,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,3,0.32007452258966,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,4,0.4768595041322315,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,5,0.40199370409234003,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,6,0.44250117536436295,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,7,0.4581842279655401,0.25410200248028375,1.2807965691793075,1.0,internal,0.02563813018692493,0.01774341437695296
RandomIncentive,8,0.4538883806038426,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,9,0.5184599694033656,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,10,0.2838983050847458,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,11,0.5437751004016065,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,12,0.552475581003705,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,13,0.45734216951517265,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,14,0.40640243902439027,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,15,0.5102367688022283,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,16,0.4919077404222049,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,17,0.44686192468619246,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,18,0.4107569721115538,0.0,0.0,0.0,exit,0.0,0.0
RandomIncentive,19,0.575391032325339,0.0,0.0,0.0,exit,0.0,0.0
FixedPrice,0,0.42148337595907936,0.0,0.0,0.0,exit,0.0,0.0
FixedPrice,1,0.5028465632955335,0.0,0.13769012974661518,1.0,zero,0.0049297656120279795,0.0013650083381083846
FixedPrice,2,0.46661338205069647,0.0,0.0,0.0,exit,0.0,0.0
FixedPrice,3,0.32007452258966,0.0,0.13769012974661518,1.0,zero,0.0033500008567351478,0.000746293785816133
FixedPrice,4,0.4768595041322315,0.0,0.13769012974661518,1.0,zero,0.00145263086882679,0.0010800323157440393
FixedPrice,5,0.40199370409234003,0.0,0.0,0.0,exit,0.0,0.0
FixedPrice,6,0.44250117536436295,0.0,0.0,0.0,exit,0.0,0.0
FixedPrice,7,0.4581842279655401,0.0,0.0,0.0,exit,0.0,0.0
FixedPrice,8,0.4538883806038426,0.0,0.13769012974661518,1.0,zero,0.006848936537146217,0.004887891699955096
FixedPrice,9,0.5184599694033656,0.0,0.13769012974661518,1.0,zero,0.0021670131586621452,0.0005153695890090008
FixedPrice,10,0.2838983050847458,0.0,0.13769012974661518,1.0,zero,0.009307852770871186,0.005213552756991176
FixedPrice,11,0.5437751004016065,0.0,0.0,0.0,exit,0.0,0.0
FixedPrice,12,0.552475581003705,0.0,0.0,0.0,exit,0.0,0.0
FixedPrice,13,0.45734216951517265,0.0,0.0,0.0,exit,0.0,0.0
FixedPrice,14,0.40640243902439027,0.0,0.13769012974661518,1.0,zero,0.0008936089420555324,0.00034795603707610517
